Suburb,Jul 2024,Aug 2024,Sep 2024,Oct 2024,Nov 2024,Dec 2024,Jan 2025,Feb 2025,Mar 2025,Apr 2025,May 2025,Jun 2025
Gundaroo,6,3,3,1,1,1,1,2,2,5,1,5
Gundary,0,0,0,0,5,0,1,1,1,0,0,1
Gunderbooka,0,0,0,0,0,0,0,0,0,0,0,0
Gunderman,0,1,0,0,0,1,0,0,2,2,4,2
Gundy,0,0,0,0,0,0,0,0,0,0,1,0
Gungal,1,0,0,0,0,1,0,1,1,1,0,0
Gungalman,0,0,0,0,0,0,0,0,0,3,0,0
Gunnedah,191,95,118,142,121,132,98,95,140,145,101,121
Gunning,4,6,0,3,1,3,1,2,5,4,4,2
Gunning Gap,0,0,0,0,1,0,0,0,0,0,0,0
Gunningbland,0,0,0,1,0,0,0,0,0,0,3,0
Guntawang,6,4,0,1,0,0,0,0,0,0,1,0
Gurley,0,0,0,1,0,1,0,0,3,0,1,2
Gurnang,0,0,0,0,0,1,0,0,1,0,0,0
Gurranang,0,0,0,0,0,0,1,0,0,0,0,0
Gurrundah,0,0,0,0,0,0,0,0,0,1,0,0
Guyong,0,0,0,0,0,0,0,0,1,0,0,0
Guyra,9,22,12,6,20,21,21,22,21,9,25,10
Gwabegar,0,0,0,1,0,0,3,0,3,3,0,3
Gwandalan,18,2,9,7,14,19,14,7,12,11,10,8
Gwynneville,21,8,9,11,17,19,18,20,22,13,7,12
Gymea,26,42,36,42,45,31,36,34,28,35,36,25
Gymea Bay,6,7,1,10,11,13,6,4,6,7,4,7
Haberfield,12,13,19,17,22,11,15,14,23,8,10,12
Hacks Ferry,0,0,0,0,0,0,0,0,0,0,0,0
Halekulani,18,9,3,15,3,15,7,11,8,6,7,9
Halfway Creek,5,9,4,15,10,4,6,4,6,3,5,4
Hallidays Point,2,1,3,2,5,1,1,1,0,2,0,1
Halloran,0,0,0,0,0,1,0,0,1,0,1,0
Halls Creek,1,0,1,0,0,2,1,0,0,0,0,1
Hallsville,2,0,2,1,3,4,4,3,0,1,0,1
Halton,0,0,0,0,0,0,0,0,0,0,0,0
Hambledon Hill,0,0,0,0,0,0,0,0,0,0,0,0
Hamilton,118,79,103,76,88,100,97,100,100,105,97,104
Hamilton East,15,8,6,9,13,13,8,6,7,5,7,2
Hamilton North,13,8,7,12,6,5,6,4,7,10,7,9
Hamilton South,58,81,76,59,52,87,75,60,82,80,87,70
Hamilton Valley,0,7,5,5,2,4,2,4,6,3,12,5
Hamlyn Terrace,40,57,54,35,65,59,45,41,50,41,48,30
Hammondville,4,8,8,10,9,12,13,10,11,11,10,7
Hampden Hall,0,0,0,0,0,1,0,0,0,0,0,0
Hampton,2,3,0,1,1,0,2,1,1,1,0,0
Hanging Rock,0,0,0,0,0,4,0,0,0,0,0,0
Hanleys Creek,0,0,0,0,0,0,0,0,0,0,0,0
Hannam Vale,0,0,0,0,0,0,0,0,0,0,1,0
Hanwood,10,6,4,3,5,20,10,6,14,5,7,3
Harden,18,8,15,9,4,24,7,6,35,9,4,15
Hardys Bay,1,0,0,0,0,0,0,2,2,3,0,1
Harefield,4,3,0,2,5,1,0,0,0,0,3,0
Hargraves,1,4,1,1,2,0,0,0,0,2,0,0
Harolds Cross,0,0,0,0,0,0,1,0,1,0,0,1
Harparary,0,0,0,0,0,0,0,0,0,0,0,0
Harpers Hill,0,3,0,0,0,0,2,0,0,0,0,0
Harrington,13,11,5,8,8,10,5,11,15,13,11,12
Harrington Park,32,32,21,32,17,25,32,22,16,14,17,28
Harris Park,24,35,26,37,32,38,34,39,26,27,34,40
Hartley,2,2,0,0,1,0,0,0,0,0,1,0
Hartley Vale,0,1,0,0,0,0,1,0,0,0,0,0
Hartwood,1,0,0,0,0,0,0,0,0,0,0,1
Hartys Plains,0,0,0,2,0,0,0,0,0,0,0,0
Harwood,1,2,0,0,3,6,3,5,3,2,0,0
Hassall Grove,26,9,15,12,23,18,16,15,16,9,14,18
Hassans Walls,1,0,1,1,0,0,0,0,0,0,0,0
Hastings Point,7,5,2,4,0,1,3,8,0,2,0,0
Hat Head,1,0,1,4,2,6,3,0,3,1,5,1
Hatfield,0,0,0,0,0,0,0,0,0,0,0,0
Havilah,0,0,0,1,0,0,0,0,0,1,0,0
Hawkesbury Heights,1,1,0,1,2,1,0,2,2,0,0,1
Hawks Nest,7,2,7,7,12,5,15,10,15,9,7,2
Hay,9,23,15,32,25,22,25,17,15,20,19,13
Hay South,5,5,5,4,4,7,4,8,3,2,5,6
Hayes Gap,0,0,0,0,0,0,0,0,0,0,0,0
Haymarket,534,532,480,528,488,500,628,396,501,541,575,435
Haystack,0,0,0,0,0,0,0,0,0,0,0,0
Hayters Hill,0,0,0,0,0,0,0,0,0,1,0,0
Haywards Bay,4,2,8,4,8,2,2,2,3,5,1,0
Hazelbrook,9,16,11,14,8,16,16,4,11,18,15,8
Hazelgrove,0,0,0,0,0,0,0,0,0,0,0,0
Heathcote,11,10,15,27,37,19,18,23,10,12,11,10
Heatherbrae,6,17,16,16,9,16,16,10,11,10,10,8
Hebden,0,0,0,0,0,0,1,2,0,0,0,0
Hebersham,20,39,29,31,27,31,26,27,36,42,54,46
Heckenberg,25,12,17,26,14,21,22,11,30,17,25,24
Heddon Greta,29,13,19,14,18,12,10,9,25,22,24,19
Heifer Station,0,0,0,0,0,0,0,0,0,0,1,0
Helensburgh,16,18,16,18,23,16,8,26,14,5,18,19
Henley,25,12,5,6,15,14,25,13,15,10,8,2
Henty,3,5,2,5,2,1,3,1,7,6,7,6
Hereford Hall,0,0,0,0,1,0,0,0,0,0,0,0
Hermidale,7,0,5,0,2,0,2,2,1,1,0,0
Hermitage Flat,1,2,2,1,2,3,1,1,2,2,4,2
Hernani,1,0,0,0,0,0,0,0,0,0,1,0
Herons Creek,2,2,4,2,2,0,0,0,1,2,3,1
Hexham,18,15,7,11,6,10,9,9,12,15,7,16
Hickeys Creek,0,0,0,0,1,0,1,0,0,0,0,1
High Range,0,1,0,0,0,0,0,1,1,0,0,0
Higher Macdonald,0,0,0,0,0,0,0,0,0,0,0,0
Highfields,2,0,2,3,0,0,0,5,2,3,1,0
Hill End,0,2,2,5,0,0,1,1,2,0,0,2
Hill Top (Snowy Monaro Regional),0,0,0,0,0,0,1,0,0,0,0,0
Hill Top (Wingecarribee),11,8,6,13,9,20,4,5,8,8,4,11
Hilldale,0,1,1,0,0,3,2,0,0,0,0,1
Hillgrove (Armidale Regional),1,0,0,0,3,0,0,0,0,4,0,0
Hillgrove (Wagga Wagga),1,0,0,0,0,1,0,0,1,0,0,0
Hillsborough (Lake Macquarie),0,1,1,0,1,1,0,3,1,11,3,1
Hillsborough (Maitland),0,0,0,0,0,0,0,0,0,0,0,0
Hillsdale,15,21,21,14,12,18,33,11,13,17,11,19
Hillston,11,11,13,18,8,26,10,8,9,25,12,9
Hillville,0,0,0,0,3,4,0,0,2,4,0,0
Hillvue,38,24,38,39,41,51,56,44,29,28,36,45
Hinchinbrook,26,27,27,29,11,22,28,17,27,44,24,30
Hinton,0,3,0,0,2,3,0,1,0,1,6,1
Hobartville,6,12,10,7,7,17,3,5,5,11,13,2
Hobbys Yards,0,0,0,0,0,0,0,0,0,0,0,0
Hogarth Range,0,0,0,0,0,0,0,3,3,0,0,0
Holbrook,8,14,6,9,15,7,12,13,4,9,4,5
Holgate,4,1,4,2,4,5,1,0,6,4,2,1
Hollisdale,4,0,0,0,0,0,0,0,0,0,0,0
Hollydeen,0,0,0,4,0,0,0,0,0,0,0,0
Holmesville,7,3,3,3,3,5,4,5,3,8,5,1
Holroyd,5,5,15,8,11,7,17,13,7,6,10,2
Holsworthy,15,13,19,9,16,9,19,6,22,11,7,12
Holts Flat,0,0,0,0,0,0,0,2,0,0,0,0
Home Rule,0,0,2,0,0,1,0,0,0,1,0,0
Homebush,61,87,60,44,39,59,59,25,46,44,49,51
Homebush West,43,38,45,33,35,25,28,39,30,22,42,36
Homeleigh,1,1,0,0,0,0,0,0,0,0,0,0
Honeybugle,0,0,0,0,0,0,0,0,0,0,0,0
Hopefield,0,0,0,0,0,0,0,0,0,0,0,1
Hopkins Creek,0,0,0,0,0,2,0,0,0,0,0,0
Horningsea Park,11,7,6,10,13,8,17,11,4,4,4,7
Hornsby,241,247,159,245,200,222,163,198,233,219,250,209
Hornsby Heights,6,8,7,7,10,13,7,3,9,7,8,9
Horse Station Creek,1,1,0,0,0,0,0,1,0,0,0,0
Horseshoe Bend,2,1,7,1,2,2,1,2,2,2,2,0
Horseshoe Creek,0,0,0,0,0,0,0,0,1,0,0,0
Horsfield Bay,0,0,1,0,0,0,2,0,0,1,0,3
Horsley,18,13,16,15,10,14,15,26,11,11,13,28
Horsley Park,8,12,5,10,13,5,16,6,18,7,9,13
Hoskinstown,1,0,0,1,0,0,1,0,0,0,0,0
Hovells Creek,0,0,0,0,0,0,0,0,0,0,0,0
Howards Grass,5,3,7,1,0,1,1,2,1,1,1,0
Howell,0,0,0,4,0,4,0,1,0,0,1,0
Howes Valley,0,4,1,0,0,0,0,0,0,0,1,0
Howick,0,0,0,0,0,0,0,0,0,0,0,0
Howlong,18,23,11,8,16,10,10,8,8,14,13,10
Hoxton Park,14,17,14,10,18,13,13,20,14,12,9,9
Humula,0,0,5,2,1,0,0,0,0,0,1,0
Hungerford,0,2,0,0,0,0,0,0,0,0,0,0
Hunters Hill,18,12,18,19,18,27,17,26,16,27,22,17
Hunterview,8,20,6,0,0,4,3,5,2,6,1,3
Huntingdon,0,0,0,0,0,0,1,0,0,0,0,1
Huntingwood,1,4,3,1,6,1,0,4,0,1,5,1
Huntley (Orange),0,0,1,2,2,0,0,1,1,0,0,0
Huntley (Wollongong),1,1,0,0,3,2,2,3,1,4,1,1
Huntleys Cove,0,0,1,0,0,3,3,3,1,1,2,1
Huntleys Point,1,1,3,2,1,1,12,3,3,2,1,7
Huonbrook,0,0,0,0,1,0,0,0,1,0,1,1
Hurlstone Park,13,30,11,16,6,11,16,9,16,14,10,12
Hurstville,285,306,319,307,332,264,334,360,356,353,473,300
Hurstville Grove,4,10,4,4,10,3,8,6,7,6,3,0
Huskisson,6,4,11,7,9,16,13,7,11,6,6,7
Hyams Beach,3,0,0,0,0,0,0,0,1,2,0,0
Hydes Creek,1,0,3,4,0,0,2,1,0,1,0,0
Hyland Park,1,1,0,3,1,0,1,0,1,0,0,7
Hyndmans Creek,0,0,0,0,0,0,0,0,0,0,0,0
Ilarwill,0,1,0,4,2,0,0,0,2,0,3,0
Ilford,1,0,1,1,0,2,1,0,2,1,0,0
Illabo,1,0,1,0,1,0,0,1,1,1,1,0
Illaroo,0,0,0,0,0,0,0,0,0,0,2,0
Illawong,10,23,11,15,5,7,7,8,6,14,16,9
Iluka,1,4,0,6,7,12,4,13,4,4,5,4
Indi,0,0,0,0,0,0,0,0,0,0,0,0
Ingebirah,0,0,0,1,0,1,0,0,0,0,1,0
Ingeegoodbee,8,0,0,0,0,0,0,0,0,0,0,0
Ingleburn,127,127,125,114,133,141,132,126,148,120,137,150
Ingleside,1,2,3,1,1,5,5,0,2,2,3,0
Innes View,0,0,0,0,0,0,0,0,0,0,0,0
Inverell,141,191,126,128,116,147,173,154,150,132,124,115
Invergordon,0,0,0,0,0,0,0,0,0,0,0,0
Invergowrie,2,2,1,0,1,1,3,0,0,2,0,3
Iron Pot Creek,0,0,0,0,0,0,0,0,0,0,0,0
Ironbark,0,0,0,0,0,0,0,1,0,0,0,0
Ironmungy,0,0,0,0,0,0,0,0,0,0,0,0
Irvington,0,0,0,0,0,0,0,0,1,0,0,1
Irymple,0,0,0,0,0,0,0,0,0,0,0,0
Isabella,1,1,1,0,1,0,0,0,0,0,2,0
Islington,21,28,19,19,13,29,22,36,31,19,21,12
Ivanhoe,6,2,1,6,1,4,3,4,0,0,0,1
Jackadgery,1,1,1,1,1,0,0,0,0,1,0,0
Jacks Creek,0,0,1,2,1,0,0,1,0,2,1,0
Jacksons Flat,0,0,0,0,0,0,0,0,0,0,0,0
Jacky Bulbin Flat,0,0,0,0,0,0,1,0,0,0,1,0
Jagumba,0,0,0,0,0,0,0,0,0,0,0,0
Jagungal Wilderness,1,0,0,0,0,0,0,0,0,0,0,0
Jamberoo,6,4,3,1,2,4,6,3,1,3,0,1
James Creek,0,0,0,1,0,2,0,1,0,0,0,0
Jamisontown,42,43,32,39,32,37,62,30,51,49,38,46
Jannali,24,18,24,21,38,25,37,16,33,11,12,13
Jaspers Brush,1,1,0,0,0,2,2,4,1,0,0,0
Jaunter,0,0,0,0,1,0,0,0,0,0,0,0
Jeir,0,1,0,1,1,1,1,0,0,0,1,0
Jellat Jellat,0,0,0,1,0,0,1,0,0,0,0,0
Jemalong,0,1,0,2,0,0,1,0,0,3,2,0
Jembaicumbene,0,0,0,0,0,0,0,1,0,0,0,0
Jennings,0,3,0,0,2,2,1,1,2,1,0,0
Jenolan,0,0,1,1,0,6,0,0,0,0,0,0
Jeogla,0,0,0,0,0,0,0,0,0,0,0,0
Jerangle,0,0,0,0,0,0,0,0,0,0,0,1
Jeremadra,1,0,1,0,0,0,0,1,0,0,0,0
Jeremy,0,0,1,0,0,0,0,0,0,0,0,0
Jerilderie,8,9,11,7,9,9,7,5,6,1,5,3
Jerrabattgulla,0,0,0,0,0,0,0,0,0,0,0,0
Jerrabomberra,14,12,21,30,10,29,22,23,29,21,11,5
Jerrara,0,2,0,1,1,0,0,0,0,0,0,1
Jerrawa,0,0,3,0,0,0,1,0,0,4,0,1
Jerrawangala,1,1,0,0,1,1,1,0,0,0,1,2
Jerrong,0,0,0,0,0,0,0,0,0,0,0,0
Jerrys Plains,0,4,0,2,0,0,4,0,1,2,1,1
Jerseyville,0,0,1,2,1,0,2,0,1,0,3,0
Jesmond,51,50,58,65,59,50,58,59,81,62,71,52
Jewells,11,5,12,8,12,14,5,9,12,11,9,6
Jews Lagoon,0,0,0,0,0,0,0,0,0,0,0,0
Jiggi,1,3,0,1,0,0,0,0,0,0,1,3
Jilliby,5,11,10,7,10,2,6,11,9,10,5,14
Jimenbuen,0,0,0,1,0,0,0,0,2,0,0,0
Jindabyne,32,60,25,5,18,10,16,9,8,4,2,27
Jinden,0,0,0,0,0,0,1,0,0,0,0,0
Jindera,10,8,12,4,7,7,19,16,9,13,11,7
Jingellic,0,0,0,0,0,0,2,2,0,0,0,0
Jingera,0,0,1,0,0,0,0,0,0,0,0,0
Joadja,0,0,0,0,1,0,0,0,1,0,0,0
Joes Box,0,0,0,0,0,0,0,0,0,0,0,0
Johns River,1,3,3,5,3,2,2,8,1,1,0,0
Jolly Nose,1,0,2,1,0,0,0,0,0,0,0,0
Jones Bridge,0,0,0,0,0,0,0,0,0,0,0,0
Jones Island,2,2,0,1,0,0,0,2,0,0,1,0
Jordan Springs,33,33,23,31,33,29,27,33,32,40,29,43
Judds Creek,0,0,0,0,0,0,0,0,0,0,0,0
Jugiong,0,0,0,2,2,1,5,3,1,2,1,1
Junction Hill,8,5,4,10,3,1,6,6,9,1,6,5
Junee,31,22,21,46,32,37,26,23,25,19,12,18
Junee Reefs,0,0,0,0,1,0,0,2,1,0,0,1
Kahibah,11,9,7,4,14,10,8,9,3,14,7,8
Kains Flat,1,0,2,0,0,2,0,1,0,0,1,1
Kalang,0,0,0,2,0,0,1,2,1,1,0,2
Kalaru,2,0,0,2,0,0,1,2,2,0,4,0
Kalkite,0,0,2,3,1,0,1,0,0,0,1,2
Kamarah,1,1,0,1,0,0,0,0,0,1,0,0
Kameruka,0,0,0,2,0,0,0,0,0,0,0,2
Kanahooka,12,17,9,11,19,15,16,19,18,12,13,20
Kanangra,0,0,0,0,0,1,0,0,0,0,0,0
Kandos,20,19,6,13,16,4,20,18,7,8,16,7
Kangaloon,0,1,0,0,0,0,0,0,0,0,0,0
Kangaroo Creek,0,0,0,0,0,0,0,0,1,0,0,0
Kangaroo Point,0,2,0,1,1,6,0,1,1,0,2,0
Kangaroo Valley,0,4,2,2,2,4,2,1,1,3,0,0
Kangaroobie,0,0,0,1,0,0,0,0,0,0,0,0
Kangiara,0,0,0,0,0,0,0,1,0,0,0,0
Kangy Angy,3,2,0,3,1,0,3,0,0,3,3,11
Kanimbla,1,0,0,0,0,1,2,1,1,0,0,0
Kanoona,0,0,0,0,0,0,0,0,0,0,0,0
Kanwal,9,28,13,21,27,20,23,18,16,27,36,27
Kapooka,1,0,1,1,0,0,0,0,1,1,0,1
Kaputar,0,0,0,0,0,0,0,0,0,0,0,0
Karaak Flat,0,0,0,1,0,0,0,0,0,0,0,0
Karabar,40,49,52,52,41,47,49,84,40,44,35,27
Karangi,2,5,1,4,1,1,3,2,0,0,0,5
Kareela,4,2,3,1,16,4,0,7,4,6,8,3
Kariong,24,22,35,55,22,36,29,30,45,42,34,54
Kars Springs,0,0,0,0,0,0,0,0,0,0,0,0
Karuah,5,9,5,13,1,10,5,14,4,10,5,6
Katoomba,70,65,48,72,77,81,61,64,73,66,80,58
Kayuga,0,1,0,0,1,1,1,0,0,0,2,0
Kearns,4,1,8,5,4,3,5,2,3,1,3,5
Kearsley,26,6,7,17,6,1,8,4,8,6,4,3
Keepit,0,2,0,2,0,4,0,1,0,0,0,1
Keera,0,0,0,0,0,0,0,0,0,0,0,0
Keerrong,0,0,0,0,0,0,0,0,0,0,1,0
Keinbah,3,0,0,1,1,1,0,0,0,0,0,2
Keiraville,19,17,11,7,9,21,10,33,6,6,23,8
Keith Hall,0,1,0,0,1,1,0,0,1,1,1,2
Kellys Plains,0,0,0,0,0,1,1,0,0,0,0,3
Kellyville,28,32,32,32,51,48,51,41,38,40,38,32
Kellyville Ridge,16,12,19,18,16,11,15,8,14,18,15,14
Kelso,74,108,87,83,104,90,135,84,85,97,101,89
Kelvin,0,3,0,0,0,0,0,0,2,0,3,0
Kembla Grange,9,9,4,7,12,12,11,4,10,13,11,15
Kembla Heights,0,1,5,0,0,1,2,0,0,0,1,1
Kemps Creek,15,19,12,22,17,21,31,21,33,13,21,13
Kempsey,42,47,47,37,46,41,56,42,32,45,38,37
Kendall,1,3,1,6,1,6,4,5,2,3,1,2
Kenebri,0,0,2,0,0,0,0,3,0,1,0,0
Kennaicle Creek,0,0,0,0,0,0,0,0,0,0,0,0
Kensington,47,44,56,54,51,35,60,49,55,60,58,56
Kenthurst,7,4,6,8,7,9,6,16,9,10,15,13
Kentlyn,13,3,2,8,1,6,1,5,1,5,2,3
Kentucky,0,0,1,2,0,0,0,0,1,0,0,2
Kentucky South,0,0,0,0,1,0,0,0,0,0,1,1
Kerewong,0,0,0,0,0,0,0,0,0,0,0,0
Keri Keri,0,0,0,0,0,0,0,0,0,0,0,1
Kerrabee,0,0,0,0,0,0,0,0,0,0,0,0
Kerrigundi,0,0,0,0,0,0,0,0,0,0,0,0
Kerrs Creek,0,0,0,0,0,0,0,0,0,0,0,0
Kew,5,1,8,8,3,4,12,8,10,6,7,9
Khancoban,1,1,0,0,0,0,0,0,1,4,3,0
Khatambuhl,0,0,0,0,0,0,0,0,0,0,0,0
Kia Ora,0,0,0,0,0,0,0,0,0,0,0,0
Kiacatoo,1,1,0,0,1,0,0,0,0,1,0,5
Kiah,0,0,1,0,0,0,0,0,0,0,0,0
Kiama,33,27,39,35,39,82,53,35,35,37,35,40
Kiama Downs,6,12,7,12,12,14,8,1,3,5,3,12
Kiama Heights,2,3,1,0,1,0,0,0,1,2,0,0
Kianga,1,2,3,3,0,3,1,2,2,1,4,3
Kiar,2,0,0,2,1,0,1,0,0,1,0,0
Kickabil,0,0,0,0,0,0,0,0,0,0,0,1
Kielvale,2,0,1,0,0,2,0,0,2,1,0,0
Kikiamah,0,0,0,1,0,0,0,0,0,0,0,0
Kikoira,0,0,0,0,0,0,0,0,0,1,1,0
Kilaben Bay,0,3,2,2,6,1,0,3,3,0,5,1
Kilgin,0,0,0,0,0,0,0,1,0,2,0,0
Kilgra,2,0,0,1,0,0,0,0,0,0,0,0
Killabakh,0,0,0,1,0,0,0,0,2,0,1,1
Killara,7,21,3,16,12,13,26,6,20,13,10,13
Killarney Heights,1,6,9,10,5,8,6,7,2,7,10,7
Killarney Vale,24,49,28,32,62,58,37,49,45,38,31,27
Killawarra,2,0,0,1,0,0,1,0,0,0,0,0
Killcare,0,1,0,0,0,2,4,3,1,3,1,2
Killcare Heights,1,0,3,1,6,0,4,0,1,1,0,1
Killiekrankie,0,0,0,0,0,0,0,0,0,0,0,0
Killimicat,0,0,0,0,0,0,0,0,0,0,0,0
Killingworth,2,2,1,1,0,1,3,2,2,3,3,1
Killongbutta,3,0,0,0,0,0,0,0,0,0,0,0
Kimbriki,2,0,0,0,0,0,0,0,0,0,0,0
Kinchela,2,4,2,0,0,0,0,0,1,1,0,0
Kincumber,26,21,28,31,28,27,21,18,18,24,21,15
Kincumber South,3,3,0,0,1,1,3,0,0,0,1,1
Kindee,0,0,0,0,0,1,2,0,0,1,0,1
Kindervale,1,0,0,0,0,0,0,0,0,0,0,0
King Creek,1,0,0,0,2,5,2,1,4,2,2,2
Kingfisher Shores,0,0,0,0,0,1,0,0,0,0,0,1
Kinghorne,0,0,0,0,0,0,0,0,0,1,1,0
Kings Forest,0,0,2,0,0,0,2,0,0,1,0,1
Kings Langley,19,13,17,10,24,37,14,31,20,11,23,14
Kings Park,17,19,13,3,14,30,15,18,19,30,10,15
Kings Plains (Blayney),0,1,1,0,1,0,0,0,0,1,0,0
Kings Plains (Inverell),0,0,0,0,0,0,0,0,0,1,1,0
Kings Point,0,3,3,0,0,0,0,0,0,0,0,0
Kingscliff,44,43,29,35,47,23,30,33,15,28,38,38
Kingsdale,0,2,0,0,3,0,0,0,0,0,0,0
Kingsford,47,48,69,46,42,75,47,38,45,62,69,59
Kingsgate,0,0,0,0,0,0,0,0,0,0,0,1
Kingsgrove,69,76,36,42,34,51,48,58,53,28,45,59
Kingsland,2,0,0,0,0,0,0,0,0,0,0,0
Kingstown,0,0,1,4,1,1,0,0,0,1,2,0
Kingsvale,1,1,1,0,0,1,0,1,0,0,1,1
Kingswood (Bega Valley),0,0,0,0,0,0,0,0,1,0,0,0
Kingswood (Penrith),172,185,170,169,147,159,130,110,153,142,159,182
Kingswood (Tamworth Regional),5,0,4,1,3,4,1,4,1,1,1,4
Kinvara,0,1,0,1,0,0,1,0,1,1,1,3
Kioloa,0,0,0,1,0,0,1,2,1,0,1,0
Kiora,0,0,0,0,0,0,0,0,0,0,0,0
Kippara,0,0,0,0,0,0,0,0,0,0,0,0
Kippaxs,0,0,0,0,1,0,0,0,0,0,0,0
Kippenduff,0,0,2,0,0,2,2,0,0,3,0,0
Kirkconnell,0,0,0,0,0,1,0,0,0,0,0,2
Kirkham,0,0,2,1,0,2,0,1,0,0,0,0
Kirrawee,59,36,73,37,53,42,47,57,39,38,43,37
Kirribilli,18,11,9,12,10,25,16,6,7,9,7,9
Kitchener,0,4,4,1,0,2,7,4,2,2,4,3
Kiwarrak,0,0,0,0,3,0,1,3,4,1,0,0
Klori,0,1,0,0,0,0,0,0,0,0,0,0
Knights Hill,0,0,1,2,0,1,0,3,0,0,0,0
Knockrow,0,0,0,0,1,0,0,0,0,0,1,1
Knorrit Flat,0,0,0,0,0,0,0,0,0,0,0,1
Knorrit Forest,0,0,0,0,0,0,0,0,0,0,0,0
Kogarah,137,148,134,121,95,116,134,93,183,132,126,94
Kogarah Bay,3,4,3,1,10,0,5,4,3,3,3,4
Kooba,0,0,0,0,1,0,1,1,0,0,0,0
Kookabookra,0,0,1,0,0,0,0,0,0,0,0,0
Koolewong,1,2,6,3,6,3,6,3,2,14,4,3
Koolkhan,0,0,0,0,0,0,0,0,0,0,2,0
Koonawarra,16,15,24,14,27,21,26,21,22,22,25,21
Koonorigan,4,1,0,1,2,0,1,1,0,0,2,0
Koonyum Range,0,0,0,0,0,0,1,0,0,0,0,0
Kooragang,1,1,3,1,4,2,0,1,4,0,1,1
Koorainghat,0,0,0,1,1,0,3,0,0,0,0,0
Koorawatha,2,0,2,4,2,4,0,1,2,1,1,5
Kooringal,67,74,71,67,63,55,64,72,60,53,55,51
Kootingal,8,8,4,9,5,15,9,14,21,7,14,4
Koraleigh,1,0,0,1,2,1,1,2,1,0,0,1
Koreelah,0,1,1,0,1,0,0,2,0,0,0,0
Korora,15,20,11,12,4,18,7,7,5,1,9,3
Kosciuszko,0,0,0,0,0,0,0,0,1,0,0,0
Kotara,51,52,40,82,44,101,81,75,73,51,54,49
Kotara South,0,4,0,2,3,2,2,5,1,3,6,1
Krambach,0,4,1,2,1,1,2,2,3,1,2,0
Krawarree,0,0,0,0,1,1,0,0,0,1,0,0
Kremnos,1,0,0,0,1,2,1,1,0,0,0,0
Ku-ring-gai Chase,0,0,0,0,5,1,2,1,5,5,0,0
Kulnura,0,2,1,1,0,0,5,3,2,1,1,0
Kulwin,0,0,0,0,0,0,0,0,0,0,0,0
Kunama,0,0,1,0,0,0,0,0,1,1,0,0
Kundabung,5,3,1,3,2,7,7,5,1,4,1,1
Kundibakh,0,0,0,0,0,0,1,0,3,0,0,1
Kundle Kundle,0,1,0,0,0,1,0,0,0,1,1,0
Kungala,0,0,1,0,0,0,1,1,0,0,1,6
Kunghur,0,0,1,1,0,0,0,1,0,0,0,1
Kunghur Creek,0,0,0,0,0,0,0,0,0,1,0,1
Kurmond,3,2,4,4,0,4,3,3,3,2,5,2
Kurnell,19,11,14,16,11,24,16,7,21,10,15,10
Kurraba Point,1,1,0,5,0,3,3,1,0,0,2,1
Kurrajong,1,5,4,5,9,1,6,4,13,8,5,5
Kurrajong Heights,5,0,2,4,1,4,2,1,1,0,3,1
Kurrajong Hills,2,0,1,1,0,2,0,3,1,6,1,1
Kurri Kurri,46,39,46,53,61,36,76,43,49,51,47,57
Kyalite,0,0,1,1,0,0,0,0,1,0,0,0
Kyarran,0,0,0,0,0,0,0,0,0,0,0,0
Kybeyan,0,0,0,1,0,0,0,0,0,0,0,0
Kyeamba,2,0,1,0,0,1,1,2,0,0,1,0
Kyeemagh,0,6,5,3,3,7,7,3,6,2,9,1
Kyle Bay,0,2,0,3,3,3,3,2,3,2,2,0
Kynnumboon,1,0,0,1,0,0,0,0,0,1,1,0
Kyogle,11,7,6,5,13,5,6,6,12,11,5,6
La Perouse,6,8,10,3,25,14,24,2,6,3,1,1
Lacmalac,0,0,0,0,1,0,0,0,0,0,1,0
Lade Vale,0,0,0,0,0,0,0,0,0,2,0,0
Ladysmith,0,4,1,3,1,1,1,1,1,0,0,0
Laffing Waters,0,0,0,1,0,0,0,0,0,6,0,0
Laggan,0,1,0,2,0,0,3,1,3,1,0,3
Lagoon Grass,0,0,0,0,0,0,0,0,0,0,0,0
Laguna,1,0,0,1,6,4,3,0,1,0,2,2
Lake Albert,25,22,27,20,21,23,25,11,26,18,5,17
Lake Bathurst,0,1,0,0,1,0,2,0,0,0,1,1
Lake Brewster,0,0,0,0,0,0,0,0,0,0,1,0
Lake Burrendong,0,0,0,0,0,0,0,0,0,0,1,0
Lake Cargelligo,29,23,19,35,9,15,14,7,20,6,19,9
Lake Cathie,11,22,35,9,15,12,18,7,16,7,10,18
Lake Conjola,0,0,2,3,1,5,1,1,0,3,5,3
Lake Cowal,0,0,0,0,0,0,0,0,0,0,0,0
Lake George,1,0,2,0,1,0,0,0,0,0,0,0
Lake Haven,120,60,47,40,57,38,36,46,47,46,54,55
Lake Heights,10,11,15,11,11,16,24,12,9,17,14,6
Lake Hume Village,2,1,0,1,0,0,1,0,0,0,0,0
Lake Illawarra,21,11,13,12,16,19,26,31,28,21,19,20
Lake Innes,1,2,3,3,0,2,6,0,2,1,0,4
Lake Munmorah,9,25,29,16,16,19,19,25,27,19,27,32
Lake Tabourie,0,0,0,6,0,1,0,2,1,4,1,1
Lake Wyangan,5,7,1,0,8,3,3,1,2,1,2,4
